MID Designated Area,LMI Status,Feasibility,Elevation Required,AMI Status,Has Childern under 18,Has Elderly over 65,Race,Ethnicity,Gender,Grant Expended Amount,Milestone
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Rehabilitation,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Rehabilitation,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,NON-LMI,Reconstruction,Yes,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Reconstruction,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Rehabilitation,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Reconstruction,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Rehabilitation,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Rehabilitation,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Rehabilitation,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Rehabilitation,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Urgent Need (120%),yes,yes,W= White,Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),yes,yes,W= White,Hispanic,Female,"$32,138.74 ","4000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,No,Low (80%),yes,yes,W= White,Hispanic,Female,N/A,N/A
